!CSV A.01.01
!Keysight Technologies,N5242A,MY53222371,A.10.65.16
!Date: Friday, October 20, 2023 11:04:32
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
609400000,-3.7912395,49.587051
610000000,-3.8020763,49.286781
610600000,-3.7993503,48.897961
611200000,-3.7970583,48.583702
611800000,-3.7952094,48.240322
612400000,-3.7847657,47.898968
613000000,-3.7880332,47.607712
613600000,-3.7994645,47.236668
614200000,-3.7743332,46.851101
614800000,-3.7841268,46.594097
615400000,-3.7846498,46.191696
616000000,-3.780463,45.887077
616600000,-3.7823126,45.496288
617200000,-3.777189,45.169807
617800000,-3.7775359,44.91037
618400000,-3.7798586,44.562664
619000000,-3.7749417,44.24052
619600000,-3.7718298,43.94429
620200000,-3.7681549,43.678711
620800000,-3.7628288,43.388531
621400000,-3.754477,43.043896
622000000,-3.7561827,42.721447
622600000,-3.7431061,42.401894
623200000,-3.7333374,41.997768
623800000,-3.7296505,41.687519
624400000,-3.7171981,41.359715
625000000,-3.7055516,40.998817
625600000,-3.703995,40.703316
626200000,-3.6936679,40.32325
626800000,-3.6909838,39.925537
627400000,-3.679693,39.605263
628000000,-3.6838267,39.234489
628600000,-3.6567769,38.864513
629200000,-3.6582108,38.506504
629800000,-3.6511278,38.132538
630400000,-3.6558702,37.836819
631000000,-3.6412609,37.428387
631600000,-3.6363647,37.022671
632200000,-3.6312242,36.716507
632800000,-3.6275673,36.358269
633400000,-3.611726,36.005749
634000000,-3.6065288,35.581852
634600000,-3.5963962,35.30357
635200000,-3.5958245,34.877697
635800000,-3.5889127,34.450977
636400000,-3.5857897,34.13139
637000000,-3.5878947,33.721161
637600000,-3.5691056,33.333118
638200000,-3.5669992,32.948162
638800000,-3.5744617,32.550228
639400000,-3.5613368,32.154491
640000000,-3.5618792,31.798306
640600000,-3.5657392,31.370079
641200000,-3.5721545,30.96541
641800000,-3.5610418,30.583122
642400000,-3.5615759,30.230858
643000000,-3.5538936,29.826317
643600000,-3.5671899,29.403391
644200000,-3.5611777,28.991287
644800000,-3.5606685,28.622437
645400000,-3.5644827,28.287287
646000000,-3.5751882,27.782896
646600000,-3.5680242,27.469288
647200000,-3.5761032,27.082504
647800000,-3.5815406,26.72752
648400000,-3.5868065,26.447042
649000000,-3.5949001,25.947683
649600000,-3.5933893,25.657518
650200000,-3.6046774,25.272387
650800000,-3.613353,24.911919
651400000,-3.6162193,24.539539
652000000,-3.6283138,24.221933
652600000,-3.6327956,23.933502
653200000,-3.6292336,23.611244
653800000,-3.6353209,23.242525
654400000,-3.6488566,22.95443
655000000,-3.6423552,22.63768
655600000,-3.6446307,22.264025
656200000,-3.6510386,22.029467
656800000,-3.6573474,21.662786
657400000,-3.6492648,21.44346
658000000,-3.6547194,21.09404
658600000,-3.6622391,20.783495
659200000,-3.6555972,20.537207
659800000,-3.6439652,20.146141
660400000,-3.6484475,19.93103
661000000,-3.6388562,19.616798
661600000,-3.6354907,19.254498
662200000,-3.6473997,18.913506
662800000,-3.6368964,18.59041
663400000,-3.6321397,18.341549
664000000,-3.6275353,17.944462
664600000,-3.618335,17.642527
665200000,-3.6052756,17.290335
665800000,-3.600178,16.9678
666400000,-3.5935075,16.623655
667000000,-3.5910804,16.320251
667600000,-3.5894294,15.900416
668200000,-3.5858295,15.623233
668800000,-3.5838709,15.193512
669400000,-3.5765576,14.877397
670000000,-3.5715156,14.540887
670600000,-3.5698586,14.154773
671200000,-3.5627494,13.847875
671800000,-3.5502486,13.499052
672400000,-3.5610056,13.116811
673000000,-3.5598986,12.764854
673600000,-3.555305,12.376419
674200000,-3.5515711,12.0753
674800000,-3.548929,11.735517
675400000,-3.5559218,11.468045
676000000,-3.5443394,11.036257
676600000,-3.5297656,10.705124
677200000,-3.5441999,10.391333
677800000,-3.5259848,10.0575
678400000,-3.5299811,9.6443996
679000000,-3.5147433,9.3171291
679600000,-3.517323,8.9595795
680200000,-3.5044518,8.5775518
680800000,-3.4908483,8.2963257
681400000,-3.4978764,7.9077711
682000000,-3.4884593,7.5991063
682600000,-3.4821768,7.2492838
683200000,-3.4798176,6.8462968
683800000,-3.471173,6.4791765
684400000,-3.4705698,6.1517973
685000000,-3.4521871,5.7807441
685600000,-3.4582953,5.4094443
686200000,-3.4436588,5.0719643
686800000,-3.4362359,4.7277808
687400000,-3.4273105,4.2659841
688000000,-3.4254153,3.907979
688600000,-3.4172597,3.4537354
689200000,-3.4094906,3.1334913
689800000,-3.3972542,2.6779771
690400000,-3.3982708,2.3322153
691000000,-3.3883977,1.9479582
691600000,-3.3831537,1.5163909
692200000,-3.3732736,1.2040946
692800000,-3.3753464,0.74970001
693400000,-3.3692746,0.3169688
694000000,-3.3628092,-0.14249521
694600000,-3.3648088,-0.47048959
695200000,-3.3589203,-0.87127185
695800000,-3.3510666,-1.2429678
696400000,-3.3518803,-1.7037638
697000000,-3.3606691,-2.0848305
697600000,-3.361717,-2.4604125
698200000,-3.3477666,-2.8771746
698800000,-3.3401456,-3.2807419
699400000,-3.3451433,-3.6620054
700000000,-3.3402803,-4.0963526
END

