!CSV A.01.01
!Keysight Technologies,N5242A,MY53222371,A.10.65.16
!Date: Tuesday, October 17, 2023 15:05:21
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG)
607000000,-1.8089907,40.850674
607600000,-1.7737811,40.681416
608200000,-1.7415125,40.54586
608800000,-1.7140285,40.419228
609400000,-1.6772385,40.163376
610000000,-1.6562833,40.037041
610600000,-1.6279364,39.872456
611200000,-1.5977561,39.668488
611800000,-1.5690615,39.530811
612400000,-1.5371224,39.302734
613000000,-1.5101448,39.182362
613600000,-1.4932542,39.011112
614200000,-1.4653156,38.817287
614800000,-1.4387444,38.671959
615400000,-1.4043843,38.527508
616000000,-1.3855283,38.328079
616600000,-1.3508918,38.071205
617200000,-1.3262197,37.952755
617800000,-1.3006977,37.716351
618400000,-1.2726911,37.527054
619000000,-1.2472522,37.335411
619600000,-1.2204965,37.14859
620200000,-1.1932645,36.942589
620800000,-1.1590762,36.679722
621400000,-1.1474226,36.475815
622000000,-1.1064354,36.217129
622600000,-1.0939338,35.959473
623200000,-1.0899438,35.794411
623800000,-1.0626563,35.558926
624400000,-1.04011,35.326138
625000000,-1.0229886,35.13332
625600000,-1.0093066,34.884846
626200000,-0.99900311,34.665897
626800000,-0.97043639,34.432453
627400000,-0.96562171,34.226421
628000000,-0.93949187,33.95834
628600000,-0.92518258,33.797977
629200000,-0.90688348,33.571239
629800000,-0.89200509,33.342747
630400000,-0.87304956,33.12447
631000000,-0.87306339,32.856075
631600000,-0.8570841,32.651276
632200000,-0.84659714,32.406818
632800000,-0.82915658,32.250862
633400000,-0.82171988,31.984486
634000000,-0.80397248,31.811726
634600000,-0.79355597,31.627792
635200000,-0.78307462,31.391901
635800000,-0.76849312,31.221003
636400000,-0.7566942,30.963682
637000000,-0.75430214,30.761499
637600000,-0.74788046,30.512396
638200000,-0.73840106,30.233194
638800000,-0.73681784,30.138227
639400000,-0.72636473,29.808977
640000000,-0.71318281,29.681513
640600000,-0.713548,29.406837
641200000,-0.69640452,29.222975
641800000,-0.7044239,29.011925
642400000,-0.68207574,28.825851
643000000,-0.68211496,28.569941
643600000,-0.67696112,28.418112
644200000,-0.6726889,28.1952
644800000,-0.67337316,27.933804
645400000,-0.66359198,27.76247
646000000,-0.6545009,27.601
646600000,-0.65913552,27.345137
647200000,-0.6564492,27.165318
647800000,-0.64581126,26.944008
648400000,-0.6489231,26.773912
649000000,-0.64288419,26.551758
649600000,-0.64227062,26.403486
650200000,-0.62690109,26.157993
650800000,-0.6185807,26.014393
651400000,-0.6320976,25.793787
652000000,-0.62729889,25.655781
652600000,-0.63406974,25.453617
653200000,-0.62240338,25.264839
653800000,-0.6267224,25.080727
654400000,-0.6260426,24.856077
655000000,-0.62836415,24.70932
655600000,-0.63074559,24.511904
656200000,-0.62250435,24.28285
656800000,-0.6289258,24.196989
657400000,-0.61704206,23.987204
658000000,-0.6220867,23.780872
658600000,-0.62822586,23.575886
659200000,-0.63073093,23.435631
659800000,-0.62695158,23.296841
660400000,-0.62533987,22.94566
661000000,-0.63205111,22.900795
661600000,-0.63902748,22.648104
662200000,-0.62415254,22.531553
662800000,-0.6446265,22.357416
663400000,-0.65145063,22.202156
664000000,-0.65249771,22.00934
664600000,-0.65455502,21.949764
665200000,-0.66050863,21.693245
665800000,-0.67165405,21.592258
666400000,-0.6667859,21.326586
667000000,-0.67921722,21.244801
667600000,-0.68646866,21.058098
668200000,-0.68898523,20.848907
668800000,-0.70316488,20.770761
669400000,-0.70565242,20.57971
670000000,-0.71311516,20.518267
670600000,-0.72675407,20.3846
671200000,-0.73295695,20.194389
671800000,-0.74899584,20.095303
672400000,-0.75248235,20.016703
673000000,-0.76749313,19.820681
673600000,-0.77743584,19.77393
674200000,-0.78945857,19.540556
674800000,-0.80450046,19.547968
675400000,-0.80552119,19.389254
676000000,-0.83617485,19.338486
676600000,-0.82865077,19.235388
677200000,-0.85700625,19.267862
677800000,-0.86346167,19.147432
678400000,-0.86967683,19.152784
679000000,-0.88112879,19.14665
679600000,-0.89217746,19.148787
680200000,-0.8926295,19.152105
680800000,-0.90811568,19.237852
681400000,-0.89805388,19.154055
682000000,-0.91922325,19.194504
682600000,-0.9104982,19.205849
683200000,-0.90351129,19.196608
683800000,-0.89527559,19.219822
684400000,-0.88462585,19.268387
685000000,-0.87956142,19.284807
685600000,-0.86395329,19.303267
686200000,-0.84417927,19.323847
686800000,-0.84217262,19.28105
687400000,-0.82796901,19.296019
688000000,-0.80931509,19.25165
688600000,-0.78501368,19.190432
689200000,-0.76629817,19.113419
689800000,-0.73510075,19.077644
690400000,-0.72442114,18.970484
691000000,-0.71394539,18.881994
691600000,-0.69583768,18.732075
692200000,-0.68137383,18.671228
692800000,-0.65884113,18.613232
693400000,-0.64803284,18.457361
694000000,-0.63072342,18.35825
694600000,-0.60789651,18.240318
695200000,-0.59625453,18.102644
695800000,-0.59158206,17.971048
696400000,-0.57576412,17.795002
697000000,-0.56258374,17.67762
697600000,-0.55427581,17.473658
698200000,-0.54588664,17.395233
698800000,-0.51829779,17.253414
699400000,-0.51769745,17.1548
700000000,-0.50286984,16.939697
END

